ID,Item ID (ERP System),Item Description,Status,Current Step Contact Information,Reason For Hold,Requestor Region,New Bulk SKU Needed,Item Class,Country(ies) Sold To,Item Type,Business Case,Purpose,Sourcing Availability,Production Feasibility,Sourcing Timing (months),Source,Product State,Juice/QA Formulation,Factory Formulation #,Class ID,Package Size,Primary Unit of Measure,Secondary Unit of Measure,Product Category,Technology,Price (USD),Brand,Strategic Partner,Suggested Price,Project Priority Rank,Default Site ID,Regulatory Resources,Registration Feasibility,Registration Approval Timeline (# of months),Import Permit Timeline (# of months),Registration Expiration,Import Permit Expiration,Default Site,Valuation Method,Item GL Class,Tax Category,Label,Product Weight,Internal Descriptor,EPA #,Non VLS Finished Good,Manufacturer Name,Product Shelf Life,Product Shelf Life Count,Label Location Box,Label Location Container,Registration Required,Import Permit Required,Shipping COA Completed,Certified Organic,VLS Pay Tonnage,HS Tariff Code Boolean,HS Tariff Code String,Stock Item,Item Description (ERP System),BOM Owner,Country,Royalty Required,Record Type,Created,Lot/Serial Tracked,Marketing Category,Hold Estimated Completion Date,Brand Type,Brand Family,Third Party Responsible for Permit,Third Party Responsible for Registration,Market Segment,LANL,UCHI,MITSUI,UCA,SFP Pipeline,Created By,SDS Needed,SDS Available,New SDS Needed,GHS Hazard,Transportation Hazard,Regulatory ID,Product Segment,Comments,CompanyBrand,Stocking UOM,Sales UOM,Purchasing UOM,Product UOM,UOM,Customer Name,Bulk Product,Bulk Part Number,Density,Density UOM,Label Approved,Container Label Name,Container Label Part Number,Box Label Number,Box Label Description,Label Description,Lot Number Location,Info to be printed on Label,Expirations,Company ID,Regulatory Comments (US/Canada),Supplier Name,Item Type1,Content Type,Modified,Modified By,Item Child Count,Folder Child Count,Label setting,Retention label,Retention label Applied,Label applied by,Compliance Asset Id,NewItemSetupWF,TargetSalesDate,TargetDistributionDate,FinishedGoodRequestType,Comments (Regulatory),Comments (Operations),DateNeeded,PrivateLabelCompanyName,Stock Base Price,EDI Distributor Price,EDI Suggested Dealer Price,Estimated COGS,SubRegion,On Hold,Customer Item Type,Selling UOM,Reason for Rejection,Rejected By,Step Rejected In,Rejected Date,Current Step,New Product Category Needed,Pricing,Manufacturing Lead Time,Marketing Comments,Print on Container,Print on Container Label,Print on Box Label,Special Packaging Instructions,Estimated Label Completion Date,Packaging Type,Equipment Type,Pieces Per Pallet,BOM loaded into Oracle,Work Definition loaded into Oracle,Label Received,Standard Cost loaded into Oracle,Oracle Inventory ID,Product would be damaged if exposed to extreme temperatures?,Link to SDS,Transportation Requirements,Proper Shipping Name,Technical Name,Packaging Group,UN Number,UN Class,Long Description,Product to be Exported?,Schedule B #,Import Permit #,Product Application,Current Step Key Contacts Group,Current Step Start Date,Link to Label,SDS Hold Flag,Label Hold Flag,Item Type2,Path
37,,CytoNutri CaB (1000L),Regulatory (International),logan.ray@vlsci.com; chris.lamb@vlsci.com; ,,International,,,230;#IND - India,Finished Goods,"This product we are selling in India already through three customers UPL, Global & Burraq. We have also provisional registration of CytoNutri CaB in India to import.",Business opportunity through Seed companies for application in Seed production program,TRUE,TRUE,1,,,,6500061,,1000L,Liter,,Plant Extract-Chelated Nutrients,,3.5,Cytonutri CabCytoNutri CaB,,3.5,,,,,,,,,Pasco,,,,,,,,,,,,,,,,,,,,,,,,USA,,,45084.4619,No,X,,Verdesian Branded,CytoNutri Family,,,X,0,0,0,0,0,Anil Pannu,Yes,,,Yes,No,,Biostimulants,,Verdesian,POUNDS,POUNDS,POUNDS,POUNDS,,,6500061,,,,,,,,,,,,,,,,,Item,45436.43476,SharePoint_Nintex Service,0,0,,,,,,,45137,,Commercial,,,,,,,,2.93,APAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,Workflows/Lists/Workflow New SKU Requests
38,,"Verdesian Granular Zinc+Copper Plus SGN 230 H,Plt (1x2204 lb)",Regulatory (International),logan.ray@vlsci.com; chris.lamb@vlsci.com; ,,International,,,240;#MYS - Malaysia,Finished Goods,"500 MT split to two orders 250 MT each order. the pack (Unit) Size 1000 Kg Jumbo bags or (1x2204 lb)

Thas was already being sold under Simplot to the customer. We are now selling directly.",For Wagro Malaysia,TRUE,TRUE,1,,,,5047,,1000 KG,Kilogram,,Micronutrients,,2.7,OtherGran ZnCop Plus,,2500,,,,,,,,,Cape Girardeau,,,,,,,,,,,,,,,,,,,,,,,,USA,,,45103.34841,No,X,,Verdesian Branded,Granulated Micros Family,,,X,0,0,0,0,0,HariOm Singh,Yes,,,Yes,Yes,,Nutrients,1000 Kg Jumbo bags or (1x2204 lb),Verdesian,POUNDS,POUNDS,POUNDS,POUNDS,,,NA,,,,,,,,,,,,,,,,,Item,45436.43476,SharePoint_Nintex Service,0,0,,,,,,,45114,,Commercial,,,,,,,,2.3,APAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,Workflows/Lists/Workflow New SKU Requests
39,1007086,Carton Heritage Landscaping (2-2.5 gal),Approved,logan.ray@vlsci.com; chris.lamb@vlsci.com; ,,US/Canada,,,270;#USA - United States,Packaging/Supplies,"HP GRAVITY L CALCIUM TAP-IN 2.5G
HP GRAVITY L IRON TAP-IN 2.5G
HP GRAVITY L MAGNESIUM TAP-IN 2.5G
HP GRAVITY L MANGANESE TAP-IN 2.5G",Packaging for Heritage Landscape Supply Group. Private label,TRUE,TRUE,,,,,NA,,2.5 gal,Each,,,,0,Pack Misc Brand,,2,,,,,,,,,Pasco,,,,,,,,,VLS,,,,,,,,No,No,,,,Carton Heritage Landscaping (2x2.5 gal),,USA,,,45103.53159,No,X,,Private Label,,,,X,0,0,0,0,0,Elda De Ayala,No,,,No,No,NA,,,Heritage PPG,POUNDS,POUNDS,POUNDS,POUNDS,,,NA,,,,,,,,,,,,,,,,,Item,45436.43477,SharePoint_Nintex Service,0,0,,,,,,,45114,,Commercial,,,,,,,,,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,Workflows/Lists/Workflow New SKU Requests
40,1007095,Steric K DS (1000 KG),Completed,logan.ray@vlsci.com; chris.lamb@vlsci.com; ,,International,,,230;#IND - India,Finished Goods,Above product recently registered under FCO by Super Nova in India. We want to start business with this new customer. Expecting 25000 KG in year 2024,Fruits & vegetables are target crops in Western Maharashtra (India),TRUE,TRUE,1,,,,263,,1000 KG,Kilogram,,Plant Extract-Chelated Nutrients,,4.8,Steric K DsSteric K DS,,4.8,,,,,,,,,Pasco,,,,,,,,,VLS,,,,,,,No,,,No,,,Steric K DS (1000 KG) (India),,USA,,,45112.47716,No,X,,Verdesian Branded,Sterics Family,,,X,0,0,0,0,0,Anil Pannu,No,,,No,No,,Biostimulants,,Verdesian,POUNDS,POUNDS,POUNDS,POUNDS,,,NA,,,,,,,,,,,,,,,,,Item,45436.43477,SharePoint_Nintex Service,0,0,,,,,,,45137,,Commercial,,,,,,,,2.78,APAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,Workflows/Lists/Workflow New SKU Requests
41,1007096,Steric P DS (1000 KG),Completed,logan.ray@vlsci.com; chris.lamb@vlsci.com; ,,International,,,230;#IND - India,Finished Goods,Recently this product registered under FCO in India,Commercial sales,TRUE,TRUE,1,,,,246,,1000 KG,Kilogram,,Plant Extract-Chelated Nutrients,,5.25,Steric P DsSteric P DS,,5.25,,,,,,,,,Pasco,,,,,,,,,VLS,,,,,,,No,,,No,,,Steric P DS (1000 KG) (India),,USA,,,45112.48046,No,X,,Verdesian Branded,Sterics Family,,,X,0,0,0,0,0,Anil Pannu,No,,,No,No,,Biostimulants,,Verdesian,POUNDS,POUNDS,POUNDS,POUNDS,,,NA,,,,,,,,,,,,,,,,,Item,45436.43477,SharePoint_Nintex Service,0,0,,,,,,,45138,,Commercial,,,,,,,,3.15,APAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,Workflows/Lists/Workflow New SKU Requests
42,,GRAN CROPSYNC COMPLETE CN (1000 KG),Rejected by Alignment Team,logan.ray@vlsci.com; chris.lamb@vlsci.com; ,,International,,,230;#IND - India,Finished Goods,Recently this product registered under FCO in India,commercial sales in India,TRUE,TRUE,2,,,,,,Other,Kilogram,,Micronutrients,,1.9,Gran Cropsync CompleteGran CropSync Complete,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,,,45112.48515,No,X,,Verdesian Branded,MicroSync Family,,,X,0,0,0,0,0,Anil Pannu,,,,No,No,,Nutrients,,Verdesian,POUNDS,POUNDS,POUNDS,POUNDS,,,,,,,,,,,,,,,,,,,,Item,45436.43477,SharePoint_Nintex Service,0,0,,,,,,,45138,,Commercial,,,,,,,,0.01,APAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,Workflows/Lists/Workflow New SKU Requests
44,,12-0-0-5% Fe  plus Crop +,Rejected by Alignment Team,logan.ray@vlsci.com; chris.lamb@vlsci.com; ,,US/Canada,,,270;#USA - United States,Finished Goods,This is a request for a new Sample product for Heritage. At this point I do not have price suggestion as of yet;,"Currently for sample purposes; they already have a 12-0-0-5% Fe product, however they would like to test their existing formulation against what we can produce, as well as 12-0-0-5% Fe plus Crop +.",TRUE,TRUE,,,,,,,2.5 gal,Liter,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,,,45126.54407,No,X,,Private Label,,,,X,0,0,0,0,0,Marissa Mann,,,,No,No,,,Testing purposes Late Summer 2023/Fall 2023 - Sales in calendar year 2024,Heritage PPG,POUNDS,POUNDS,POUNDS,POUNDS,,,,,,,,,,,,,,,,,,,,Item,45436.43477,SharePoint_Nintex Service,0,0,,,,,,,45352,,Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,Workflows/Lists/Workflow New SKU Requests
45,,12-0-0-5% Fe,Rejected by Alignment Team,logan.ray@vlsci.com; chris.lamb@vlsci.com; ,,US/Canada,,,270;#USA - United States,Finished Goods,"Replacing a sku that Heritage is already selling, made through another company. At this point in time, I have no suggested price details","Currently for sample purposes; they already have a 12-0-0-5% Fe product, however they would like to test their existing formulation against what we can produce, as well as 12-0-0-5% Fe plus Crop +. ( see additional sku request",TRUE,TRUE,,,,,,,2.5 gal,Liter,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,,,45126.54524,No,X,,Private Label,,,,X,0,0,0,0,0,Marissa Mann,,,,No,No,,,,Heritage PPG,POUNDS,POUNDS,POUNDS,POUNDS,,,,,,,,,,,,,,,,,,,,Item,45436.43477,SharePoint_Nintex Service,0,0,,,,,,,45352,,Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,Workflows/Lists/Workflow New SKU Requests
46,,18-0-6 w/ Fe & Mn,Rejected by Alignment Team,logan.ray@vlsci.com; chris.lamb@vlsci.com; ,,US/Canada,,,270;#USA - United States,Finished Goods,"Heritage PPG is already selling an 18-0-6 with Fe/Mn today, however produced through another company. I have no background knowledge to date of their existing purchase price of the current product.",Currently for trial purposes for Heritage. They want to compare how our formulation performs versus their existing supplier today. They also want to trial the 18-0-6 plus Crop +. (see additional sku request).,TRUE,TRUE,,,,,,,2.5 gal,Liter,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,,,45126.54719,No,X,,Private Label,,,,X,0,0,0,0,0,Marissa Mann,,,,No,No,,,,Heritage PPG,POUNDS,POUNDS,POUNDS,POUNDS,,,,,,,,,,,,,,,,,,,,Item,45436.43477,SharePoint_Nintex Service,0,0,,,,,,,45352,,Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,Workflows/Lists/Workflow New SKU Requests
47,,Heritage PPG: 18-0-6 w/Fe & Mn plus Crop +,Rejected by Alignment Team,logan.ray@vlsci.com; chris.lamb@vlsci.com; ,,US/Canada,,,270;#USA - United States,Finished Goods,"Heritage PPG is already selling an 18-0-6 with Fe/Mn today, however produced through another company. I have no background knowledge to date of their existing purchase price of the current product. They want to test our formulation of this product with Crop + added in.","Testing product only at this stage; currently selling the 18-0-6 fe/mn, through another manufacturer, but they would prefer to use our formulation and add in crop + as well.",TRUE,TRUE,,,,,,,2.5 gal,Liter,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,,,45126.54851,No,X,,Private Label,,,,X,0,0,0,0,0,Marissa Mann,,,,No,No,,,,Heritage PPG,POUNDS,POUNDS,POUNDS,POUNDS,,,,,,,,,,,,,,,,,,,,Item,45436.43477,SharePoint_Nintex Service,0,0,,,,,,,45352,,Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,Workflows/Lists/Workflow New SKU Requests
48,,Proquatic Maintain INDIA,Rejected by Alignment Team,logan.ray@vlsci.com; chris.lamb@vlsci.com; ,,International,,,230;#IND - India,Finished Goods,"Elanco India is expected to order 21,600 units per year of this product or $126,144 annually. This product is part of the aquaculture pond treatment line for Elanco.",Support Elanco global agreement for aquaculture products.,TRUE,TRUE,1,,,,6500154,,Other,Liter,,Aquaculture,,5.84,OtherProquatic Pond Maintain,,5.84,,,,,,,,,Salt Lake City,,,,,,,,,,,,,,,,,,,,,,,,USA,,,45133.3223,No,X,,Private Label,Cytomar Family,,,X,0,0,0,0,0,John Stockham,No,,,Yes,No,,Animal Nutrition & Aquaculture,,Elanco,POUNDS,POUNDS,POUNDS,POUNDS,,,6500154,,,,,,,,,,,,,,,,,Item,45436.43477,SharePoint_Nintex Service,0,0,,,,,,,45169,,Commercial,,,,,,,,12.62,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,Workflows/Lists/Workflow New SKU Requests
49,,ELANCO IN DYVON LUMENSA 0.5L,Rejected by Alignment Team,logan.ray@vlsci.com; chris.lamb@vlsci.com; ,,International,,,230;#IND - India,Finished Goods,"Dyvon Lumensa is a key product for Elanco China with forecasts of $800,000.00 in FY 2024. We anticipate Elanco India will track Elanco China's sales at a 50% clip, or roughly $400,000.00 in sales",Fulfillment of Elanco Global Contract,TRUE,TRUE,4,,,,,,Other,Liter,,Animal Nutrition,,6.14,OtherDyvon Lumensa,,6.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,,,45138.44778,No,X,,Private Label,Lumensa Family,,,X,0,0,0,0,0,John Stockham,,,,No,No,,Animal Nutrition & Aquaculture,Pack size is 500ml(0.5L),Elanco,POUNDS,POUNDS,POUNDS,POUNDS,,,,,,,,,,,,,,,,,,,,Item,45436.43477,SharePoint_Nintex Service,0,0,,,,,,,45352,,Commercial,,,,,,,,0.01,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,Workflows/Lists/Workflow New SKU Requests
50,,ELANCO VN DYVON LUMENSA 0.5L,Rejected by Alignment Team,logan.ray@vlsci.com; chris.lamb@vlsci.com; ,,International,No,,272;#VNM - Vietnam,Finished Goods,"Dyvon Lumensa is a key product for Elanco China with forecasts of $800,000.00 in FY 2024. We anticipate Elanco Vietnam will track or exceed Elanco China's sales, or roughly $800,000.00 in annual sales",Fulfillment of Elanco Global Contract,TRUE,TRUE,4,,,,,,Other,Liter,,Animal Nutrition,,6.14,OtherDyvon Lumensa,,6.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,,,45138.44929,No,X,,Private Label,Lumensa Family,,,X,0,0,0,0,0,John Stockham,,,,No,No,,Animal Nutrition & Aquaculture,"Pack size is 500ml(0.5L), order pending.",Elanco,POUNDS,POUNDS,POUNDS,POUNDS,,,,,,,,,,,,,,,,,,,Finished Goods,Item,45436.43477,SharePoint_Nintex Service,0,0,,,,,,,45383,,Commercial,,,,,,,,0.01,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,Workflows/Lists/Workflow New SKU Requests
51,,ELANCO TH DYVON LUMENSA 0.5L,Rejected by Alignment Team,logan.ray@vlsci.com; chris.lamb@vlsci.com; ,,International,,,266;#THA - Thailand,Finished Goods,"Dyvon Lumensa is a key product for Elanco China with forecasts of $800,000.00 in FY 2024. We anticipate Elanco Thailand will track Elanco China's sales at a 25% clip, or roughly $200,000.00 in sales.",Fulfillment of Elanco Global Contract.,TRUE,TRUE,4,,,,,,Other,Liter,,Animal Nutrition,,6.14,OtherDyvon Lumensa,,6.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,,,45138.4623,No,X,,Private Label,Lumensa Family,,,X,0,0,0,0,0,John Stockham,,,,No,No,,Animal Nutrition & Aquaculture,Pack size is 500ml(0.5L).,Elanco,POUNDS,POUNDS,POUNDS,POUNDS,,,,,,,,,,,,,,,,,,,,Item,45436.43477,SharePoint_Nintex Service,0,0,,,,,,,45352,,Commercial,,,,,,,,0.01,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,Workflows/Lists/Workflow New SKU Requests
52,1007113,Black Iron Oxide (1 x 1775 lb),Approved,logan.ray@vlsci.com; chris.lamb@vlsci.com; ,,US/Canada,,,270;#USA - United States,Finished Goods,"This is coming pre-packaged from our outside vendor, will be drop shipped to customer.  Customer expected to purchase 8-10 truckloads annually.  approx gross/net margin 58%, as no additional internal handling costs.",custom pack size to meet customer needs.,TRUE,TRUE,,,,,4247,,Other,Kilogram,,Micronutrients,,0.75,Black Iron OxideBlack Iron Oxide,,0.75,,,,,,,,,Cape Girardeau,,,,,,,N/A,,VLS,,,,,,,,No,No,,,,Black Iron Oxide (1x1775 lb),,USA,,,45141.47176,No,X,,Verdesian Branded,Brokerage Family,,,X,0,0,0,0,0,Jake Socherman,No,,,No,No,N/A,Nutrients,FOB price quoted from Supplier: $247.18/ton plus freight quote from Uber freight @ $37/ton.  (material cost $0.27/kg plus freight @ $0.04/kg with delivered sell @ $0.75/kg)  see attached for product quote from  current vendor : Chesapeake Specialty Products.,Verdesian,POUNDS,POUNDS,POUNDS,POUNDS,,,NA,,,,,,,,,,,,,,,,,Item,45436.43477,SharePoint_Nintex Service,0,0,,,,,,,45145,,Commercial,,,,,,,,,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,Workflows/Lists/Workflow New SKU Requests
53,1007140,Seed+ Clear (2.5 gal),Approved,logan.ray@vlsci.com; chris.lamb@vlsci.com; ,,US/Canada,,,270;#USA - United States,Finished Goods,Annheuser-Busch malt barley seed facility is evaluating this product as a seed treatment. Their seed volume and likely application rate makes this a $300K/yr opportunity in gross sales.,See business case.,TRUE,TRUE,,,,,1005176,,2.5 gal,Liter,,Abiotic Stress Mitigators,,114,OtherSeed+ Clear,,112,,,,,,,,,Salt Lake City,,,,,,,N/A,,VLS,,,,,,,,No,Yes,,,,Seed+ Clear (2.5 gal),,USA,,,45142.49222,No,X,,Verdesian Branded,Seed+ Family,,,X,0,0,0,0,0,Seth Pratt,Yes,,,Yes,No,10576,Biostimulants,,Verdesian,POUNDS,POUNDS,POUNDS,POUNDS,,,1005176,,,,,,,,,,,,,,,,,Item,45436.43478,SharePoint_Nintex Service,0,0,,,,,,,45292,,Commercial,,,,,,,,,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,Workflows/Lists/Workflow New SKU Requests
54,1007141,Seed+ Clear (265 gal),Approved,logan.ray@vlsci.com; chris.lamb@vlsci.com; ,,US/Canada,,,270;#USA - United States,Finished Goods,Annheuser-Busch malt barley seed facility is evaluating this product as a seed treatment. Their seed volume and likely application rate makes this a $300K/yr opportunity in gross sales.,See business case,TRUE,TRUE,,,,,1005176,,265 gal,Liter,,Abiotic Stress Mitigators,,112,OtherSeed+ Clear,,112,,,,,,,,,Salt Lake City,,,,,,,N/A,,VLS,,,,,,,,No,Yes,,,,Seed+ Clear (265 gal),,USA,,,45142.49295,No,X,,Verdesian Branded,Seed+ Family,,,X,0,0,0,0,0,Seth Pratt,Yes,,,Yes,Yes,10576,Biostimulants,,Verdesian,POUNDS,POUNDS,POUNDS,POUNDS,,,1005176,,,,,,,,,,,,,,,,,Item,45436.43478,SharePoint_Nintex Service,0,0,,,,,,,45292,,Commercial,,,,,,,,,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,Workflows/Lists/Workflow New SKU Requests
55,1007114,Concentrate (Alfalfa paste),Approved,logan.ray@vlsci.com; chris.lamb@vlsci.com; ,,US/Canada,,,215;#CAN - Canada;#270;#USA - United States,Raw Material,Need a separate SKU for the paste concentrate as the source and cost is different than the liquid concentrate.  BOMs will need to be updated.,"Pre-Vail, N-Dure Alfalfa/True Clover BOMs",TRUE,TRUE,,,,,4251,,Other,Kilogram,,,,0,Other,,720,,,,,,,,,Kentland,,,,,,,N/A,,VLS,,,,,,,,Yes,No,,,,Concentrate (Alfalfa Paste),,USA,,,45148.42794,No,X,,Verdesian Branded,,,,X,0,0,0,0,0,Elda De Ayala,No,,,No,No,N/A,,,Verdesian,POUNDS,POUNDS,POUNDS,POUNDS,,,NA,,,,,,,,,,,,,,,,,Item,45436.43478,SharePoint_Nintex Service,0,0,,,,,,,45148,,Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,Workflows/Lists/Workflow New SKU Requests
56,1007115,Concentrate (Azo paste),Approved,logan.ray@vlsci.com; chris.lamb@vlsci.com; ,,US/Canada,,,215;#CAN - Canada,Raw Material,Need a separate SKU for paste concentrate as the source and cost is different than the liquid concentrate.  BOMs will need to be updated.,"Primo GX2 _  Canada
Pre-Vail _ Canada",TRUE,TRUE,,,,,4252,,Other,Kilogram,,,,0,,,720,,,,,,,,,Kentland,,,,,,,N/A,,VLS,,,,,,,,Yes,No,,,,Concentrate (Azo Paste),,USA,,,45148.43313,No,X,,Verdesian Branded,,,,X,0,0,0,0,0,Elda De Ayala,No,,,No,No,N/A,,,Verdesian,POUNDS,POUNDS,POUNDS,POUNDS,,,NA,,,,,,,,,,,,,,,,,Item,45436.43478,SharePoint_Nintex Service,0,0,,,,,,,45148,,Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,Workflows/Lists/Workflow New SKU Requests
57,1007116,Concentrate (Dry Bean paste),Approved,logan.ray@vlsci.com; chris.lamb@vlsci.com; ,,US/Canada,,,270;#USA - United States;#215;#CAN - Canada,Raw Material,Need a separate SKU for paste concentrate as the source and cost is different than the liquid concentrate.  BOMs will need to be updated.,"N-Dure 
N-Charge
Guard-N",TRUE,TRUE,,,,,4253,,Other,Kilogram,,,,0,,,720,,,,,,,,,Kentland,,,,,,,N/A,,VLS,,,,,,,,Yes,No,,,,Concentrate (Dry Bean Paste),,USA,,,45148.43641,No,X,,Verdesian Branded,,,,X,0,0,0,0,0,Elda De Ayala,No,,,No,No,N/A,,,Verdesian,POUNDS,POUNDS,POUNDS,POUNDS,,,NA,,,,,,,,,,,,,,,,,Item,45436.43478,SharePoint_Nintex Service,0,0,,,,,,,45148,,Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,Workflows/Lists/Workflow New SKU Requests
58,1007117,Concentrate (Soybean Paste),Approved,logan.ray@vlsci.com; chris.lamb@vlsci.com; ,,US/Canada,,,270;#USA - United States;#215;#CAN - Canada,Raw Material,Need a separate SKU for paste concentrate as the source and cost is different than the liquid concentrate.  BOMs will need to be updated.,"N-Charge
Primo GX2
N-Row 
N-Charge
Guard-N",TRUE,TRUE,,,,,4256,,Other,Kilogram,,,,0,,,720,,,,,,,,,Kentland,,,,,,,N/A,,VLS,,,,,,,,Yes,No,,,,Concentrate (Soybean Paste),,USA,,,45148.43906,No,X,,Verdesian Branded,,,,X,0,0,0,0,0,Elda De Ayala,No,,,No,No,N/A,,,Verdesian,POUNDS,POUNDS,POUNDS,POUNDS,,,NA,,,,,,,,,,,,,,,,,Item,45436.43478,SharePoint_Nintex Service,0,0,,,,,,,45148,,Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,Workflows/Lists/Workflow New SKU Requests
59,1007118,Concentrate (True Clover paste),Approved,logan.ray@vlsci.com; chris.lamb@vlsci.com; ,,US/Canada,,,270;#USA - United States;#215;#CAN - Canada,Raw Material,Need a separate SKU for paste concentrate as the source and cost is different than the liquid concentrate.  BOMs will need to be updated.,"Pre-Vail
N-Dure
Soil First LINK",TRUE,TRUE,,,,,4254,,Other,Kilogram,,,,0,,,720,,,,,,,,,Kentland,,,,,,,N/A,,VLS,,,,,,,,Yes,No,,,,Concentrate (True Clover Paste),,USA,,,45148.441,No,X,,Verdesian Branded,,,,X,0,0,0,0,0,Elda De Ayala,No,,,No,No,N/A,,,Verdesian,POUNDS,POUNDS,POUNDS,POUNDS,,,NA,,,,,,,,,,,,,,,,,Item,45436.43478,SharePoint_Nintex Service,0,0,,,,,,,45148,,Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,Workflows/Lists/Workflow New SKU Requests
60,1007119,Concentrate (Chickpea paste),Approved,logan.ray@vlsci.com; chris.lamb@vlsci.com; ,,US/Canada,,,270;#USA - United States;#215;#CAN - Canada,Raw Material,Need a separate SKU for paste concentrate as the source and cost is different than the liquid concentrate.  BOMs will need to be updated.,"N-Dure
Primo GX2
N-Charge",TRUE,TRUE,,,,,4255,,Other,Kilogram,,,,0,,,720,,,,,,,,,Kentland,,,,,,,N/A,,VLS,,,,,,,,Yes,No,,,,Concentrate (Chickpea paste),,USA,,,45148.44532,No,X,,Verdesian Branded,,,,X,0,0,0,0,0,Elda De Ayala,No,,,No,No,N/A,,,Verdesian,POUNDS,POUNDS,POUNDS,POUNDS,,,NA,,,,,,,,,,,,,,,,,Item,45436.43478,SharePoint_Nintex Service,0,0,,,,,,,45148,,Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,Workflows/Lists/Workflow New SKU Requests
61,1007120,"Case label 6"" x 22"" Kentland",Approved,logan.ray@vlsci.com; chris.lamb@vlsci.com; ,,US/Canada,,,270;#USA - United States,Raw Material,Cost tracking,"New sku, so we can add labels to the BOM",TRUE,TRUE,,,,,NA,,Other,Each,,,,0,,,0.33,,,,,,,,,Kentland,,,,,,,N/A,,VLS,,,,,,,,Yes,No,,,,"Case label 6"" x 22"" Kentland",,USA,,,45148.46249,No,X,,Verdesian Branded,,,,X,0,0,0,0,0,Patrick Williams,No,,,No,No,N/A,,,Verdesian,POUNDS,POUNDS,POUNDS,POUNDS,,,NA,,,,,,,,,,,,,,,,,Item,45436.43478,SharePoint_Nintex Service,0,0,,,,,,,45152,,Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,Workflows/Lists/Workflow New SKU Requests
